Item,Description,Category,Fqty,Shortage,SupplierID
4906162,Mainboard RMV2003 JUC6.690.00279402 only for realme after-sales CH,210.boards-21.motherboard after-Sales Service,1,0,O27
4812217,Packaged Smart TV realme Smart TV 32 RMT101 Balck IN HD 32(inch) non full screen straight down type,344.Realme accessories -04.ioT TV TV,125,0,O27
4812218,Packaged Smart TV realme Smart TV 43 RMT102 Balck IN FHD 43(inch) non full screen straight down type,344.Realme accessories -04.ioT TV TV,1,0,O27
6230031,realme  refurbished TV realme Smart TV 80cm(32") RMT101 Black IN public market factory refurbished,344.Realme accessories -04.ioT TV TV,1,0,O27
4100475,Mainboard RMV2107 40" MBA-ANM9216-FT-B0001(CKD) (8GB 1GB) only for realme after-sales CH,210.boards-21.motherboard after-Sales Service,2,0,O27
8241104,Precise SMD resistor 1/20W24K?1% 0201,317.General Electronic Materials-07.RSistor,920000,0,O28
8241214,Precise SMD resistor 1/20W56K?1% 0201,317.General Electronic Materials-07.RSistor,350000,0,O28
9150008,Sensor IC MXM1120 WLCSP,317.General Electronic Materials-09.Sensorsors,165000,0,O15
8351023,Chip capacitor 25V 103 M X5R 0201,317.General Electronic Materials-06.CAPACITOR,803994,0,O28
9760417,BTB socket 24pin 0.35mm 0.60mm 2068142422,331. Plug-in-N/A,27438,0,O22
8660107,ESD component PESD5V0X1BCAL SOD882,317.General Electronic Materials-N/A,1320000,0,J10
9110156,Nest plate for IC QET-4101-0-12WLNSP-HR-00-0 WLNSP,313.platform solution 01. Chip IC,191396,0,J3
8410454,chip inductor 4.7NH?0.2NH 750mA 0402 HQ-R,317.General Electronic Materials-02.inductor,192940,0,O28
8410496,chip inductor 27NH?2% 280mA 0402 HQ-R,317.General Electronic Materials-02.inductor,25520,0,O28
8540230,Microphone 38dB ?1dB 2.75?1.85?0.9mm Patch A,317.General Electronic Materials-N/A,738000,0,O40
8351081,Chip capacitor 6.3V 226 M X5R 0603 T=1.0 denoise,317.General Electronic Materials-06.CAPACITOR,112000,0,O28
8410528,chip inductor 7.5NH?2% 570mA 0402 HQ-R,317.General Electronic Materials-02.inductor,69745,0,O28
9000149,Antenna switch MXD8680T QFN-14,316.RF Device-02.antenna Switch,220000,0,J9
9050613,Surface Acoustic Wave Filter QM22545TR13-15K,316.rf devices-04.filter,10900,0,O32
8241460,Precise SMD resistor 1/20W 680O ?1% 0201 - HQ,317.General Electronic Materials-07.RSistor,300900,0,O19
8241493,Precise SMD resistor 1/20W 820O ?1% 0201 HQ,317.General Electronic Materials-07.RSistor,225000,0,O19
8241463,Precise SMD resistor 1/20W 470K ?1% 0201 HQ,317.General Electronic Materials-07.RSistor,95670,0,O19
8351179,Chip capacitor 10V 225 M X5R 0402 - HQ,317.General Electronic Materials-06.CAPACITOR,650000,0,O19
8351180,Chip capacitor 16V 4.7uF M X5R 0402 Huaqin,317.General Electronic Materials-06.CAPACITOR,381900,0,O19
8420730,chip power inductor 0.56uH ?20% 2.7A(2.2A) 60mO HTOH16080H-R56MSR,317.General Electronic Materials-02.inductor,345000,0,O28
8351269,Chip capacitor 50V 2.2P ?0.1P NP0 0201,317.General Electronic Materials-06.CAPACITOR,3403000,0,O28
8410698,chip inductor 2.4nH ?0.1 260mA 0201,317.General Electronic Materials-02.inductor,5160000,0,O28
9000182,Antenna switch BGSX22G5A10 LGA,316.RF Device-02.antenna Switch,18000,0,J9
9050687,Surface Acoustic Wave Filter B39262B8886L210,316.rf devices-04.filter,400000,0,O32
9000213,Antenna switch MXD8648RT LGA-9,316.RF Device-02.antenna Switch,88830,0,J9
9170667,Ordinary IC AW35801CSR CSP,317.General Electronic Materials-01.General IC,7087,0,O31
3884073,The antenna shrapnel BD285 YCUT-FX-EH,321. Structured parts-12.smt small hardware,179000,0,J4
9820216,RF connector 3.2.08.0700 Huaqin,331. Plug-in-N/A,1120000,0,O19
8351474,Chip capacitor 50V 151 K X7R 0201,317.General Electronic Materials-06.CAPACITOR,1125000,0,O28
8351553,Chip capacitor 50V 27P J NP0 0201,317.General Electronic Materials-06.CAPACITOR,45000,0,O28
8410864,chip inductor 8.2nH ?3% 180mA 01005,317.General Electronic Materials-02.inductor,880000,0,O28
8410859,chip inductor 5.1nH ?3% 200mA 01005,317.General Electronic Materials-02.inductor,260000,0,M21
8410853,chip inductor 3.0nH ?0.1nH 250mA 01005,317.General Electronic Materials-02.inductor,800000,0,O28
8351686,Chip capacitor 16V 226 M X5R 0603 Limit material(Vmax=10V),317.General Electronic Materials-06.CAPACITOR,646000,0,O28
8351687,Chip capacitor 6.3V 476 M X5R 0603 B378 Limit material(Vmax=4.8V),317.General Electronic Materials-06.CAPACITOR,384000,0,O28
9050834,Surface Acoustic Wave Filter B39781B7502P810,316.rf devices-04.filter,140000,0,O32
8660264,ESD component PTVS3V3Z1BSC/S300 DFN0402  side ele-conduction,317.General Electronic Materials-N/A,1340000,0,J10
8351702,Chip capacitor 50V 15p ?5% C0G 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,88352,0,O19
8351714,Chip capacitor 25V 10pf  5% C0G 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,1005000,0,O19
9480013,Diversity RX module HFQRXRKJB-512 LGA,316.RF DeviceS-N/A,34643,0,O21
8241987,Precise SMD resistor 1/20W 4.99K ?1% 0201,317.General Electronic Materials-07.RSistor,15000,0,O28
8241989,Precise SMD resistor 1/20W 27K ?1% 0201,317.General Electronic Materials-07.RSistor,1690000,0,O28
8351808,Chip capacitor 25V 1000pF ?10% X7R 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,150000,0,O19
8660290,ESD component LTVS20H9.0T5G DFN2020,317.General Electronic Materials-N/A,12509,0,J10
9130318,PA VC7916-65 LGA,316.rf devices-01.pa,78000,0,O21
8351841,Chip capacitor 10V 226 M X5R 0603 B378&B785,317.General Electronic Materials-06.CAPACITOR,604000,0,O28
9760506,BTB socket 30P 0.35mm 0.6mm AJ26DK-S030VA3-R15000,331. Plug-in-N/A,57806,0,O22
8660294,ESD component TEA10201V05A0 0201 Huaqin,317.General Electronic Materials-N/A,82920,0,O19
9000286,Antenna switch VC1618A QFN,316.RF Device-02.antenna Switch,150000,0,J9
8351918,Chip capacitor 16V 2.2p ?0.1pf NP0 01005,317.General Electronic Materials-06.CAPACITOR,160000,0,O28
8351914,Chip capacitor 16V 1.2p ?0.05pf NP0 01005,317.General Electronic Materials-06.CAPACITOR,148918,0,O28
8351940,Chip capacitor 4V 475 M X5R 0201 (Vmax=3V),317.General Electronic Materials-06.CAPACITOR,45892,0,O28
8421012,chip power inductor 1.0uH ?20% 4.2A(4.1A) 45mO MPSM201610BE1R0M63-LF,317.General Electronic Materials-02.inductor,1802000,0,O28
8242061,Chip resistor 1/20W 20O ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,450000,0,O19
9050981,Surface Acoustic Wave Filter SAFFB1G56AC0F0A Wentai,316.rf devices-04.filter,50000,0,O19
9120354,Memory IC KM2L9001CM-B518 FBGA,313.platform solution 03.storage IC,26780,0,O37
9130353,PA RR88643-21 PAM,316.rf devices-01.pa,555439,0,O21
8411012,chip inductor 47nH ?3% 100mA 0201 Wentai,317.General Electronic Materials-02.inductor,285000,0,O19
8411000,chip inductor 2.4nH ?0.1nH 500mA 0201 Wentai,317.General Electronic Materials-02.inductor,210000,0,O19
8411007,chip inductor 1.5nH ?0.1nH 600mA 0201 Wentai,317.General Electronic Materials-02.inductor,585000,0,O19
8410998,chip inductor 3.3nH ?0.1nH 450mA 0201 Wentai,317.General Electronic Materials-02.inductor,300000,0,O19
8352037,Chip capacitor 25V 3300pF ?20% X5R 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,46758,0,O19
8421047,chip power inductor 0.24uH ?20% 5.9A (4.35A) 26mO 201610 SI,317.General Electronic Materials-02.inductor,331042,0,O28
8352091,Chip capacitor 50V 5.6pF 0.25pF C0G 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,48028,0,O19
8242111,Chip resistor    1/16W 0O ?5% 0402 Wentai,317.General Electronic Materials-07.RSistor,64104,0,O19
9110601,Nest plate for IC PMK-8003-1-FOWPSP36-HR-01-0 FOWPSP36,313.platform solution 01. Chip IC,276000,0,J3
9110605,Nest plate for IC SM-8475-1-MPSP1518B-TR-00-0-AC,313.platform solution 01. Chip IC,14000,0,J3
9760539,BTB socket 40P 0.35mm 0.6mm JM61-F92400431,331. Plug-in-N/A,1755000,0,O22
9480029,Diversity RX module VC3727-11 LGA,316.RF DeviceS-N/A,683947,0,O21
9000331,Antenna switch MXD8548HKC 1.5*1.1*0.37mm;QFN Wentai,316.RF Device-02.antenna Switch,31656,0,O19
8352143,Chip capacitor 25V 0.1uF ?20% X5R 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,14590,0,O19
8352164,Chip capacitor 16V 47000 K(?10%) X5R 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,511950,0,O19
8411154,chip inductor 47nH 5% 100mA 0201 Huaqin,317.General Electronic Materials-02.inductor,780000,0,O19
9110762,PMU PMR-735D-0-WLPSP25B-HR-01-0 WLPSP25B,313.platform solution 01. Chip IC,4860,0,J3
8360265,Multi Layer ceramic capacitor 50V 0.3 0.05 NP0 0.6x0.3x0.3mm Huaqin,317.General Electronic Materials-06.CAPACITOR,338503,0,O19
8360267,Multi Layer ceramic capacitor 16V 100pF ?10% C0G 01005 Huaqin,317.General Electronic Materials-06.CAPACITOR,9380000,0,O19
3888042,Antenna spring 2266B Brass 0.8mm Wentai,321. Structured parts-12.smt small hardware,440000,0,O19
9760675,BTB socket 16pin 0.4mm 0.8mm YXT-BB12201-16S-02 Wentai,331. Plug-in-N/A,60000,0,O19
9760683,BTB socket 24pin 0.35mm 0.7mm WP27D-S024VA3-R15000 Socket longqi,331. Plug-in-N/A,137406,0,O19
8242317,Surface mounted Resistor 1/20W 10O ?5% R0201 Longqi,317.General Electronic Materials-07.RSistor,94098,0,O19
8360336,Multi Layer ceramic capacitor 50V 0.5pF 0.05pF Other materials 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,633865,0,O19
8411324,Surface mounted inductor 4.7nh@0.5Ghz ?3% 0.35A 0.4O 0201 Longqi,317.General Electronic Materials-02.inductor,357600,0,O19
8411336,Surface mounted inductor 82nh@0.5Ghz ?5% 0.1A 3.8O 0201 Longqi,317.General Electronic Materials-02.inductor,137330,0,O19
8411334,Surface mounted inductor 3nh@0.5Ghz ?0.1nh 0.45A 0.25O 0201 Longqi,317.General Electronic Materials-02.inductor,513621,0,O19
8360376,Multi Layer ceramic capacitor 50V 12pf ?5% Other materials 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,260080,0,O19
8040466,Diode 15V 1mA 10uA 0.05pF EIA0201 TEA10201V15A0 Longqi,317. General Electronic Materials-05. Diode,510000,0,O19
8360381,Multi Layer ceramic capacitor 50V 0.5pf ?0.05pf Other materials 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,61570,0,O19
8242409,Surface mounted Resistor 1/20W 10kO ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,300000,0,O19
9760699,BTB socket 40pin 0.35mm 0.59mm OK-128GF040/2-35(005CA) Wentai,331. Plug-in-N/A,64989,0,O19
8411459,Surface mounted inductor 15nH ?2% 1.15A 0.114O 0402 Wentai,317.General Electronic Materials-02.inductor,220000,0,O19
9000487,Antenna Switch VC1634 4 600-6000MHz 39dBm 1.1mm*1.1mm*0.58mm LGA,316.RF Device-02.antenna Switch,323524,0,J9
8360495,Multi Layer ceramic capacitor 50V 18pF ?5% Other materials 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,132180,0,O19
9820407,RF connector 2.05mm*2.1mm*0.6mm 3.2.08.0113 longqi,341. Attachment -04.RF connection cable,210000,0,O19
8360549,Multi Layer ceramic capacitor 25V 10uf ?20% X5R 0603 1 Longqi,317.General Electronic Materials-06.CAPACITOR,121935,0,O19
9491682,Camera GC02M1B FF 2M 6mm*5.7mm*3.15mm 3P CSP D1N214A,312.Camera-n/A,21500,0,O20
6.11E+11,Camera OV50D40 AF 50M 8.8mm*8.8mm*5.82mm 5P COB DNN01B,312.Camera-n/A,245705,0,O20
6.13E+11,Die cut accessories AC101 IR waterproof foam,351. Package accessories -06. Other auxiliary materials,101177,0,M6
5280511,Printing Ribbon long 300m wide 50mm 1511,351. Package accessories-N/A,5505,0,M11
5072515,Anti-static Bubble bag(big) 190?120 3#,351. Package accessories -08. Small packaging materials,24961,0,M15
5072556,Battery Blister(down) 178?84?19 with EPE foam,351. Packaged materials-31. Board box,8480,0,O17
5121764,HeatPath SY-TPC35-150CC,351. Package accessories -03. Globe,62931.91421,0,
4880642,Reciver buffer sponge DD301 Single-sided adhesive,351. Package accessories -06. Other auxiliary materials,5000,0,M11
4210722,Machine-tapping screw CM 1.4*3.2 white nickel (head diameter2.5 head thickness0.35) lockingC0.25,351. Package accessories -06. Other auxiliary materials,14000,0,J4
4883761,battery pull tape BLP803 transparent,351. Package accessories -06. Other auxiliary materials,45000,0,O24
9561194,LITHIUM ION BATTERIES @ 4220mAh 3.87V 3.0C BLP819 466385 NA YDI005,314.battery-01.front-mounted battery,500,0,O24
5182135,Heat shrinkable film is easy to tear EE013 dull polish PET,351. Package accessories -06. Other auxiliary materials,63030,0,O16
4886212,BOX graphite sheet AA011 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,10000,0,M11
4887713,Glass cover adhesive(Big) AA411 PU,351. Package accessories -06. Other auxiliary materials,13000,0,M11
4887825,TP process protective film AA009 Modified PET,351. Package accessories -06. Other auxiliary materials,580175.7,0,J7
2932936,Receiver decoration AA071 BlACK BELT CUSHION Wentai,321.Structural Parts-02.small Plastic,33714,0,O19
2933070,Receiver decoration AA215 Black with accessories,321.Structural Parts-02.small Plastic,4999,0,M12
8511326,Speaker-Box 1.14W 7O 68.0*17.8*4.1 Box A,317.General Electronic Materials-08.Electroacoustic,75591,0,O40
5121832,HeatPath 21619 diamond 300ML package,351. Package accessories -03. Globe,5260.98367,0,
4890100,PMU conductive copper foil AB257 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,82493,0,J7
9181132,Fingerprint sensor module GF3956 13.56*2.18*1.3 LCN BTB AB089 A187 Coating Light Blue No,317.General Electronic Materials-11.fingerprint Module,13500,0,J6
9561400,LITHIUM ION BATTERIES @ 4880mAh 3.87V 1.5C BLP927 456693 XA YDI001,314.battery-01.front-mounted battery,31200,0,O24
9440826,Full fit screen HTF066H015(HLT)/BV066G3M-L04-MB00(BOE),311.Screen Type-03.laminated Screen,10810,0,O34
4892493,Heat dissipation accessories AA493 LCM Graphite sheet,351. Package accessories -06. Other auxiliary materials,1000,0,M5
5172290,Nameplate sticker AB495 realme 35mm*25mm*0.05mm Wentai,351. Package accessories -06. Other auxiliary materials,73909,0,O19
4894147,Silica gel accessories AC037 Light sense Silicone sleeve,351. Package accessories -06. Other auxiliary materials,4023,0,
4894997,Die cut accessories AC057 Battery BTB Waterproof silicon film,351. Package accessories -06. Other auxiliary materials,647739,0,J7
4895274,Heat dissipation accessories AA530 Front camera Graphite sheet,351. Package accessories -06. Other auxiliary materials,36180,0,O14
4895261,Die cut accessories AA530 Front camera sealing foam,351. Package accessories -06. Other auxiliary materials,25000,0,M12
4713848,Composite plate battery cover AC045 Black PMMA:PC with cushion ZDL Wentai,321. Structural parts -25. Large plastic (battery cap),26355,0,M8
4895363,Die cut accessories AA531 2Mdouble faced adhesive tape,351. Package accessories -06. Other auxiliary materials,25428,0,O14
4895819,Die cut accessories AA531 Test point 2 PET film,351. Package accessories -06. Other auxiliary materials,12400,0,O14
4896212,Die cut accessories AA520 L-FPC BTB Waterproof silicon film,351. Package accessories -06. Other auxiliary materials,1100277,0,O14
4714644,Composite plate battery cover AC081 Black PMMA:PC with accessories,321. Structural parts -25. Large plastic (battery cap),16388,0,O13
9820420,RF cable 153.5mm 818038997 f0.64mm black,341. Attachment -04.RF connection cable,272,0,O22
4715224,Plastic battery cover AB577 black PMMA IN Longqi,321. Structural parts -25. Large plastic (battery cap),10212,0,O19
6.13E+11,Silica gel accessories AC111 USB Silicone sleeve,351. Package accessories -06. Other auxiliary materials,424755,0,M19
6.12E+11,Plastic Mainboard bottom cover AC111 Green PC+20%GF with accessories YT QX,321. Structural parts -24. Large plastic (lower cover),27398,0,M6
6.13E+11,Die cut accessories AA542 WCN copper foil tape,351. Package accessories -06. Other auxiliary materials,50960,0,O14
6.13E+11,Die cut accessories AA542 WCN SupportingSiliconFilm,351. Package accessories -06. Other auxiliary materials,44660,0,O14
6.13E+11,Composite plate battery cover AA543 blue PMMA:PC with accessories,321. Structural parts -25. Large plastic (battery cap),21150,0,O13
6.11E+11,Fingerprint Sensor Module JV0103 13.56mm*2.18mm*1.3mm JAE BTB AB657_AB675 80000187 Coating black purple No Bezel No DOME,317.General Electronic Materials-11.fingerprint Module,60566,0,J6
6.13E+11,Die cut accessories AA542 C board double faced adhesive tape,351. Package accessories -06. Other auxiliary materials,3000,0,O14
6.13E+11,Die cut accessories AA542 Flash LED Process protection foam,351. Package accessories -06. Other auxiliary materials,5000,0,O14
6.13E+11,Die cut accessories AC115 DDR Heat conducting silica gel sheet,351. Package accessories -06. Other auxiliary materials,527782,0,O14
6.13E+11,Die cut accessories AA542 Test point PET film B,351. Package accessories -06. Other auxiliary materials,43225,0,O14
6.12E+11,Plastic SIM card tray AC101 black PC+20%GF,321.Structural Parts-02.small Plastic,29000,0,M12
6.12E+11,RF cable 165.5mm 3.2.08.3361 f0.64mm white,341. Attachment -04.RF connection cable,41142,0,O22
6.12E+11,RF cable 175.5mm 818042269 f0.64mm black,341. Attachment -04.RF connection cable,697045,0,O22
6.13E+11,Rear camera cover 8M,351. Package accessories -06. Other auxiliary materials,10000,0,O20
6.13E+11,Sticker F2.8 SKD benchmark material CPH2591(IN) Glowing Blue (64GB 4GB),351. Package accessories-28.skd benchmark material,48474,0,O16
6.13E+11,Sticker F2.8 SKD benchmark material CPH2467(IN) Chromatic Gray (128GB 8GB),351. Package accessories-28.skd benchmark material,22000,0,O16
5171438,Nameplate sticker 18611 realme,351. Package accessories -06. Other auxiliary materials,7882,0,O16
9401119,OLED screen BF067XMM-TK3-B900,311.Screen Type-02.display Screen,231,0,M7
6052710,ODM Mobile Phone RMX3690(IN) Stripe Black (32GB 2GB) Asia Tianlong,160.MOBILE-03,8,0,M25
6.31E+11,ODM Mobile Phone RMX3762(IN) Champion Black (128GB 4GB) Asia Huaqin,160.MOBILE-04.Realme,7,0,O19
9170116,Ordinary IC FAN48610BUC50X WLCSP,317.General Electronic Materials-01.General IC,2823,0,O31
9170263,Ordinary IC RT5715GQW WDFN,317.General Electronic Materials-01.General IC,2500,0,O31
8351035,Chip capacitor 50V 1P ?0.1P NP0 0201,317.General Electronic Materials-06.CAPACITOR,13585,0,O28
3880415,Camera grounding shrapnel(right) AC007 titanium copper,321. Structured parts-12.smt small hardware,729,0,J4
8660122,ESD component VS4V5BU1QS DSN1006 Die,317.General Electronic Materials-N/A,16352,0,J10
9170433,Ordinary IC GPS1502L XSON6,317.General Electronic Materials-01.General IC,20933,0,J9
9000143,Antenna switch VC1618,316.RF Device-02.antenna Switch,5463,0,J9
8241533,Chip resistor 1/20W 4.7K ?5% 0201 HQ,317.General Electronic Materials-07.RSistor,22400,0,O19
8410692,chip inductor 1.0nH ?0.1 490mA 0201,317.General Electronic Materials-02.inductor,22200,0,O28
8351308,Chip capacitor 50V 103 M X5R 0402,317.General Electronic Materials-06.CAPACITOR,5753,0,O28
9040248,Duplexer SAHQV1G74BA0H0A,316.RF Devices-06.Duplexer,8999,0,O32
8040313,SMD Schottky diode PMEG4010CEA SOD323 Wentai,317. General Electronic Materials-05. Diode,2290,0,O19
9050702,Surface Acoustic Wave Filter B39262B9953L210,316.rf devices-04.filter,49235,0,O32
8410743,chip inductor 18NH ?5% 1050mA 0402 HQ-R,317.General Electronic Materials-02.inductor,38170,0,O28
8351396,Chip capacitor 50V 1.5p ?0.1pF C0G 0201 0.33mm Wentai,317.General Electronic Materials-06.CAPACITOR,7470,0,O19
8241790,Chip resistor 1/20W 47O ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,2820,0,O19
8241787,Chip resistor 1/20w 2K +/-1% 0201 Wentai,317.General Electronic Materials-07.RSistor,10000,0,O19
8241802,Chip resistor 1/20W 51K ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,6410,0,O19
8241811,Chip resistor 1/20W 33O ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,13240,0,O19
9770416,Earphone socket 3.5 11-0581D5R_Letcon patch  Huaqin,331. Plug-in-N/A,237600,0,O19
9000256,Antenna switch BGSX24MU16 PG-ULGA-16-1,316.RF Device-02.antenna Switch,5103,0,J9
8241960,Chip resistor 1/20W 15K ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,22717,0,O19
8080345,SMD field effect transistor LP137N3T5G DFN0402,317. General Electronic Materials-05. Diode,8840,0,J10
8241988,Precise SMD resistor 1/20W 91K ?1% 0201,317.General Electronic Materials-07.RSistor,15000,0,O28
9170908,Ordinary IC R1191L050B-TR DFN,317.General Electronic Materials-01.General IC,2250,0,O15
9050912,Surface Acoustic Wave Filter MS11U2G65-RX07S Wentai,316.rf devices-04.filter,3202,0,O19
9050833,Surface Acoustic Wave Filter SATEY1G84AU2F0A,316.rf devices-04.filter,26878,0,O32
9040337,Duplexer D6FH1G842A3CZ,316.RF Devices-06.Duplexer,18289,0,O32
8242038,Precise SMD resistor 1/20W 390K ?1% 0201,317.General Electronic Materials-07.RSistor,11820,0,O28
9040340,Duplexer SFX806CYH02,316.RF Devices-06.Duplexer,32600,0,O32
9170958,Ordinary IC SGM41511YTQF24G/TR DFN,317.General Electronic Materials-01.General IC,5158,0,O31
8351945,Chip capacitor 50V 0.5pF ?0.05pF C0G 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,15000,0,O19
8351947,Chip capacitor 50V 470pF ?20% X7R 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,24712,0,O19
8242064,Chip resistor 1/20W 51K ?1% 0201 Wentai,317.General Electronic Materials-07.RSistor,5070,0,O19
3886491,Main board side position spring AA411 Titanium Copper,321. Structured parts-12.smt small hardware,144,0,J4
8352073,Chip capacitor 50V 2.0pF ?0.1pF C0G 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,12090,0,O19
4888204,C plate BTB silicone sheet AA411 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,1566,0,J7
9070227,Combiner RFDIP2006T24A7O1C,316.RF DeviceS-N/A,61685,0,O32
8242125,Chip resistor 1/20W 100K ?1% 0201 Wentai,317.General Electronic Materials-07.RSistor,24500,0,O19
9051006,Common Mode Filter EXCX4CE900 90O ?25% 50mA 5O,316.rf devices-04.filter,1620,0,O28
8242118,Chip resistor     1/20W 4.7K ?5% 0201 Wentai,317.General Electronic Materials-07.RSistor,19721,0,O19
8411082,chip inductor 68nH ?3% 100mA 0201 0.33mm Wentai,317.General Electronic Materials-02.inductor,12023,0,O19
9130364,PA QPM-6679-0-DPSP59+S-MT-V2-0,316.rf devices-01.pa,4762,0,O21
9651162,Printed Circuit AAB256-0 FR4 D0.7x6 OSP+ENI,315.PCB Category-01.pcb,11410,0,O13
9120412,Memory IC MT53E1G32D2NP-046 WT:B BGA,313.platform solution 03.storage IC,101,0,O37
8352148,Chip capacitor 50V 220pf ?20% X7R 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,15000,0,O19
8411156,chip inductor 8.2nH J(?5%) 250mA 0201 Huaqin,317.General Electronic Materials-02.inductor,10664,0,O19
8421088,SMD magnetic core inductor 4.7UH ?20% 1400(900) 425mohm CIGW201610GL4R7MLE Huaqin,317.General Electronic Materials-02.inductor,1692,0,O19
4892881,Die cut accessories AB449 RF shield conductive copper foil Wentai,351. Package accessories -06. Other auxiliary materials,8605,0,O19
8242298,Surface mounted Resistor 0.05W 210000O ?1% 0201,317.General Electronic Materials-07.RSistor,4442,0,O19
3888046,Receiver spring 91518 SUS 1.95mm REC_STEEL_L Wentai,321. Structured parts-12.smt small hardware,1447,0,O19
8421212,Surface mounted power inductor 0.24uH ?20%; 21O 5.05A 4.5A 25V 2.2mm*1.8mm*1.0mm Wentai,317.General Electronic Materials-02.inductor,1287,0,O19
9000454,Antenna Switch MXD8548F 4 0.1-6.0GHz 43dBm 1.5mm*1.1mm*0.46mm LGA Wentai,316.RF Device-02.antenna Switch,4350,0,O19
9000453,Antenna Switch MXD8645MC 4 0.4-6.0GHz 40.5dBm 1.1mm*1.1mm*0.37mm LGA Wentai,316.RF Device-02.antenna Switch,6020,0,O19
9130494,PA FX5596HTR1 5.5mm*5.3mm*0.87mm LGA Wentai,316.rf devices-01.pa,1264,0,O19
9000461,Tuner Switch MXD8548HKC 4 0.4Ghz-5Ghz 80V 1.5mm*1.1mm*0.37mm Small QFN Longqi,316.RF Device-02.antenna Switch,1192,0,O19
8411310,Surface mounted inductor 1uH ?20% 4.7A 0.04O 25mm*20mm*10mm 1MHz Longqi,317.General Electronic Materials-02.inductor,1882,0,O19
8242343,Surface mounted Resistor 1/20W 47O ?5% 0201 Longqi,317.General Electronic Materials-07.RSistor,10900,0,O19
4893849,Die cut accessories AB525 2M camera double faced adhesive tape,351. Package accessories -06. Other auxiliary materials,408,0,J7
9171335,Audio PA class AB/D 9.5V 3.6W QFN 2.5mm*2mm*0.55mm AW87360FCR Huaqin,316.rf devices-01.pa,3465,0,O19
8040465,Diode 40V 1000mA 3uA 50pF DFN-1608 LMBR4010H3T5G Huaqin Huaqin,317. General Electronic Materials-05. Diode,10000,0,O19
9171339,LDO 5.5V 0.355V 1.8V 70dB 300mA DFN 1.0mm*1.0mm*0.4mm ETA5055V180DF1E Huaqin,317.General Electronic Materials-N/A,9488,0,O19
9642377,PCB 3AA513-0 D0.5x8 HDI-2 OSP+ENI,315.PCB Category-01.pcb,3240,0,M4
4713006,SHIELD-COVER AB525 PA copper white copper,321. Structured parts-12.smt small hardware,600,0,J4
4894887,Die cut accessories AA393 fingerprint BTB Waterproof silicon film,351. Package accessories -06. Other auxiliary materials,35311,0,J7
4894884,Die cut accessories AA393 Sub camera BTB Waterproof silicon film,351. Package accessories -06. Other auxiliary materials,166094,0,J7
4894910,Die cut accessories AA393 MCP Heat conducting silica gel sheet 256G,351. Package accessories -06. Other auxiliary materials,7742,0,J7
8242487,Surface mounted Resistor 1/20W 200kO ?1% 0.6*0.3*0.26 Longqi,317.General Electronic Materials-07.RSistor,15740,0,O19
9120596,DDR H58G76BK8HX095 16GB LPDDR5X 14.00mm*12.40mm 0.71 496ball D1a,313.platform solution 03.storage IC,979,0,O37
6.13E+11,Die out accessories AC069 8M camera Wave-absorbing Materials,351. Package accessories -06. Other auxiliary materials,2053,0,O14
6.11E+11,Camera S5KHP3SP 200M OIS 16.8mm*16.8mm*8.38mm 7P COB MOM1H4M9P02B,312.Camera-n/A,410,0,O20
6.13E+11,Sticker F2.8 SKD benchmark material CPH2591(IN) Glowing Black (64GB 4GB),351. Package accessories-28.skd benchmark material,18619,0,O16
6.13E+11,Sticker F2.8 SKD benchmark material RMX3782(IN) Nebula Purple (128GB 4GB),351. Package accessories-28.skd benchmark material,15213,0,O16
2181266,TYPE-C cable 1m USB male/Type C DL129 white new paper card Fast-charging Pt 6 level energy efficiency new IC,341. Attachment -10. Data cable,400,0,O22
5006767,Safety guide AA337 OnePlus V1.0 Export IN,351. Package accessories -08. Small packaging materials,28879,0,O16
5007182,Start guide AC029(22262) OPPO V1.0 Export IN (low profile),351. Package accessories -08. Small packaging materials,2017,0,O16
6.13E+11,EPE foam box AB577 realme 317mm*200mm*30mm IN-B,351. Packaged materials-31. Board box,13,0,M15
